,Team,Off_Rating,Def_Rating,Year,NBA Champion,Normalized_Off_Rating,Normalized_Def_Rating
664,Los Angeles Lakers,106.0,107.3,2018,False,0.28318584070796493,0.5057471264367821
665,Memphis Grizzlies,103.6,110.4,2018,False,0.07079646017699091,0.14942528735632143
666,Miami Heat,106.2,105.8,2018,False,0.30088495575221297,0.6781609195402303
667,Milwaukee Bucks,109.0,109.1,2018,False,0.5486725663716818,0.29885057471264453
668,Minnesota Timberwolves,112.5,110.2,2018,False,0.8584070796460181,0.17241379310344818
669,New Orleans Pelicans,108.5,107.4,2018,False,0.5044247787610623,0.4942528735632179
670,New York Knicks,106.3,109.7,2018,False,0.3097345132743364,0.2298850574712643
671,Oklahoma City Thunder,110.1,106.4,2018,False,0.6460176991150441,0.60919540229885
672,Orlando Magic,104.7,109.4,2018,False,0.16814159292035452,0.2643678160919536
673,Philadelphia 76ers,108.5,103.9,2018,False,0.5044247787610623,0.8965517241379304
674,Phoenix Suns,102.8,111.7,2018,False,0.0,0.0
675,Portland Trail Blazers,108.4,105.7,2018,False,0.49557522123893893,0.6896551724137929
676,Sacramento Kings,103.1,110.4,2018,False,0.026548672566371438,0.14942528735632143
677,San Antonio Spurs,107.1,104.1,2018,False,0.3805309734513273,0.8735632183908053
678,Toronto Raptors,113.0,105.3,2018,False,0.9026548672566377,0.7356321839080464
679,Utah Jazz,107.4,103.0,2018,False,0.40707964601769997,1.0
680,Washington Wizards,108.1,107.7,2018,False,0.4690265486725662,0.4597701149425286
681,Atlanta Hawks,107.5,113.1,2019,False,0.3181818181818182,0.3109243697478996
682,Boston Celtics,111.3,107.0,2019,False,0.6636363636363634,0.8235294117647063
683,Brooklyn Nets,108.9,109.0,2019,False,0.445454545454546,0.6554621848739498
684,Charlotte Hornets,110.7,112.0,2019,False,0.6090909090909093,0.40336134453781514
685,Chicago Bulls,104.5,112.8,2019,False,0.045454545454545456,0.33613445378151285
686,Cleveland Cavaliers,106.8,116.8,2019,False,0.2545454545454543,0.0
687,Dallas Mavericks,108.7,110.1,2019,False,0.4272727272727275,0.5630252100840343
688,Denver Nuggets,112.1,108.1,2019,False,0.7363636363636359,0.7310924369747906
689,Detroit Pistons,108.4,108.7,2019,False,0.4000000000000005,0.680672268907563
690,Golden State Warriors,115.0,108.6,2019,False,1.0,0.6890756302521015
691,Houston Rockets,114.9,110.1,2019,False,0.9909090909090914,0.5630252100840343
692,Indiana Pacers,109.4,106.0,2019,False,0.4909090909090914,0.9075630252100845
693,LA Clippers,111.4,110.4,2019,False,0.6727272727272733,0.5378151260504198
694,Los Angeles Lakers,107.4,108.9,2019,False,0.3090909090909096,0.6638655462184871
695,Memphis Grizzlies,105.6,108.0,2019,False,0.14545454545454495,0.739495798319328
696,Miami Heat,106.7,107.1,2019,False,0.2454545454545457,0.815126050420169
697,Milwaukee Bucks,113.5,104.9,2019,False,0.8636363636363636,1.0
698,Minnesota Timberwolves,110.6,112.2,2019,False,0.5999999999999995,0.38655462184873934
699,New Orleans Pelicans,110.7,112.0,2019,False,0.6090909090909093,0.40336134453781514
700,New York Knicks,104.0,112.9,2019,False,0.0,0.3277310924369743
701,Oklahoma City Thunder,109.8,106.5,2019,False,0.527272727272727,0.8655462184873953
702,Orlando Magic,108.2,107.6,2019,False,0.38181818181818206,0.7731092436974798
703,Philadelphia 76ers,111.6,109.0,2019,False,0.6909090909090904,0.6554621848739498
704,Phoenix Suns,105.3,114.2,2019,False,0.11818181818181793,0.21848739495798286
705,Portland Trail Blazers,113.7,109.5,2019,False,0.8818181818181821,0.6134453781512608
706,Sacramento Kings,109.6,110.8,2019,False,0.5090909090909086,0.5042016806722693
707,San Antonio Spurs,112.2,110.6,2019,False,0.7454545454545457,0.5210084033613451
708,Toronto Raptors,112.6,106.8,2019,True,0.7818181818181813,0.8403361344537821
709,Utah Jazz,110.3,105.3,2019,False,0.5727272727272724,0.9663865546218494
710,Washington Wizards,110.2,112.9,2019,False,0.5636363636363639,0.3277310924369743
711,Atlanta Hawks,107.0,114.4,2020,False,0.22608695652173863,0.03252032520325132
712,Boston Celtics,112.8,106.5,2020,False,0.7304347826086949,0.6747967479674797
713,Brooklyn Nets,108.7,109.2,2020,False,0.3739130434782606,0.45528455284552805
714,Charlotte Hornets,105.9,112.8,2020,False,0.13043478260869565,0.16260162601626016
715,Chicago Bulls,105.8,108.9,2020,False,0.12173913043478186,0.47967479674796687
716,Cleveland Cavaliers,106.9,114.8,2020,False,0.21739130434782608,0.0
717,Dallas Mavericks,115.9,111.2,2020,False,1.0,0.2926829268292679
718,Denver Nuggets,112.6,110.4,2020,False,0.7130434782608686,0.35772357723577175
719,Detroit Pistons,108.8,112.3,2020,False,0.38260869565217315,0.2032520325203252
720,Golden State Warriors,104.4,113.0,2020,False,0.0,0.14634146341463394
721,Houston Rockets,112.5,109.8,2020,False,0.704347826086956,0.4065040650406505
722,Indiana Pacers,109.5,107.5,2020,False,0.4434782608695647,0.5934959349593495
723,LA Clippers,113.3,106.9,2020,False,0.7739130434782602,0.642276422764227
724,Los Angeles Lakers,111.7,106.1,2020,True,0.634782608695652,0.7073170731707321
725,Memphis Grizzlies,108.7,109.7,2020,False,0.3739130434782606,0.414634146341463
726,Miami Heat,111.9,109.3,2020,False,0.6521739130434783,0.44715447154471555
727,Milwaukee Bucks,111.9,102.5,2020,False,0.6521739130434783,1.0
728,Minnesota Timberwolves,107.6,111.6,2020,False,0.2782608695652164,0.26016260162601657
729,New Orleans Pelicans,110.5,111.8,2020,False,0.5304347826086951,0.24390243902439035
730,New York Knicks,105.9,112.4,2020,False,0.13043478260869565,0.1951219512195116
731,Oklahoma City Thunder,110.1,108.1,2020,False,0.4956521739130425,0.544715447154472
732,Orlando Magic,107.9,109.2,2020,False,0.30434782608695654,0.45528455284552805
733,Philadelphia 76ers,110.7,108.4,2020,False,0.5478260869565215,0.520325203252032
734,Phoenix Suns,111.3,110.8,2020,False,0.5999999999999993,0.32520325203252043
735,Portland Trail Blazers,113.2,114.3,2020,False,0.7652173913043476,0.04065040650406504
736,Sacramento Kings,109.5,111.4,2020,False,0.4434782608695647,0.27642276422764167
737,San Antonio Spurs,111.7,112.6,2020,False,0.634782608695652,0.17886178861788649
738,Toronto Raptors,110.8,104.7,2020,False,0.556521739130434,0.8211382113821135
739,Utah Jazz,111.8,109.3,2020,False,0.6434782608695645,0.44715447154471555
740,Washington Wizards,110.2,114.7,2020,False,0.5043478260869563,0.008130081300812497
741,Atlanta Hawks,114.3,112.1,2021,False,0.7931034482758621,0.4536082474226809
742,Boston Celtics,113.1,111.8,2021,False,0.7103448275862067,0.48453608247422697
743,Brooklyn Nets,117.3,113.1,2021,False,1.0,0.3505154639175263
744,Charlotte Hornets,110.1,112.0,2021,False,0.5034482758620688,0.4639175257731958
745,Chicago Bulls,110.4,111.5,2021,False,0.5241379310344834,0.515463917525773
746,Cleveland Cavaliers,105.2,113.5,2021,False,0.16551724137931073,0.3092783505154638
747,Dallas Mavericks,114.6,112.3,2021,False,0.8137931034482757,0.4329896907216496
748,Denver Nuggets,116.3,111.5,2021,False,0.9310344827586207,0.515463917525773
749,Detroit Pistons,107.6,112.2,2021,False,0.3310344827586205,0.4432989690721645
750,Golden State Warriors,110.5,109.4,2021,False,0.5310344827586209,0.7319587628865971
751,Houston Rockets,107.0,114.4,2021,False,0.2896551724137933,0.21649484536082408
752,Indiana Pacers,111.9,111.9,2021,False,0.6275862068965523,0.47422680412371065
753,LA Clippers,116.7,110.6,2021,False,0.9586206896551728,0.6082474226804128
754,Los Angeles Lakers,109.8,106.8,2021,False,0.4827586206896552,1.0
755,Memphis Grizzlies,111.7,110.5,2021,False,0.6137931034482762,0.6185567010309276
756,Miami Heat,110.6,110.7,2021,False,0.5379310344827585,0.5979381443298964
757,Milwaukee Bucks,116.5,110.7,2021,True,0.9448275862068968,0.5979381443298964
758,Minnesota Timberwolves,109.3,114.5,2021,False,0.4482758620689655,0.2061855670103092
759,New Orleans Pelicans,113.0,113.3,2021,False,0.7034482758620692,0.329896907216495
760,New York Knicks,110.2,107.8,2021,False,0.5103448275862073,0.8969072164948454
761,Oklahoma City Thunder,102.8,113.4,2021,False,0.0,0.3195876288659787
762,Orlando Magic,104.6,113.9,2021,False,0.12413793103448256,0.26804123711340144
763,Philadelphia 76ers,112.5,107.0,2021,False,0.6689655172413795,0.9793814432989688
764,Phoenix Suns,116.3,110.4,2021,False,0.9310344827586207,0.6288659793814425
765,Portland Trail Blazers,117.1,115.3,2021,False,0.9862068965517239,0.1237113402061858
766,Sacramento Kings,112.7,116.5,2021,False,0.6827586206896555,0.0
767,San Antonio Spurs,110.5,112.0,2021,False,0.5310344827586209,0.4639175257731958
768,Toronto Raptors,111.6,112.0,2021,False,0.6068965517241377,0.4639175257731958
769,Utah Jazz,116.5,107.5,2021,False,0.9448275862068968,0.9278350515463915
770,Washington Wizards,110.7,112.3,2021,False,0.544827586206897,0.4329896907216496
771,Atlanta Hawks,115.4,113.7,2022,False,0.9354838709677422,0.26470588235294135
772,Boston Celtics,113.6,106.2,2022,False,0.7903225806451607,1.0
773,Brooklyn Nets,113.2,112.3,2022,False,0.7580645161290324,0.40196078431372617
774,Charlotte Hornets,113.6,113.1,2022,False,0.7903225806451607,0.32352941176470695
775,Chicago Bulls,112.7,113.2,2022,False,0.7177419354838711,0.31372549019607865
776,Cleveland Cavaliers,111.0,108.9,2022,False,0.5806451612903225,0.7352941176470587
777,Dallas Mavericks,112.5,109.1,2022,False,0.7016129032258064,0.7156862745098048
778,Denver Nuggets,113.8,111.5,2022,False,0.8064516129032254,0.4803921568627455
779,Detroit Pistons,105.6,113.3,2022,False,0.14516129032258035,0.3039215686274517
780,Golden State Warriors,112.1,106.6,2022,True,0.6693548387096769,0.960784313725491
781,Houston Rockets,108.1,116.4,2022,False,0.34677419354838673,0.0
782,Indiana Pacers,111.9,115.5,2022,False,0.6532258064516133,0.08823529411764763
783,LA Clippers,109.5,109.5,2022,False,0.45967741935483875,0.6764705882352945
784,Los Angeles Lakers,110.0,112.8,2022,False,0.5,0.352941176470589
785,Memphis Grizzlies,114.3,108.9,2022,False,0.8467741935483867,0.7352941176470587
786,Miami Heat,113.0,108.4,2022,False,0.7419354838709676,0.7843137254901958
787,Milwaukee Bucks,114.3,111.1,2022,False,0.8467741935483867,0.5196078431372559
788,Minnesota Timberwolves,113.8,111.0,2022,False,0.8064516129032254,0.5294117647058827
789,New Orleans Pelicans,111.2,112.0,2022,False,0.5967741935483872,0.4313725490196083
790,New York Knicks,109.7,110.2,2022,False,0.47580645161290347,0.607843137254902
791,Oklahoma City Thunder,103.8,111.7,2022,False,0.0,0.46078431372549034
792,Orlando Magic,103.9,112.1,2022,False,0.008064516129032941,0.42156862745098134
793,Philadelphia 76ers,113.0,110.2,2022,False,0.7419354838709676,0.607843137254902
794,Phoenix Suns,114.2,106.8,2022,False,0.8387096774193549,0.9411764705882358
795,Portland Trail Blazers,107.3,116.3,2022,False,0.2822580645161289,0.009803921568628304
796,Sacramento Kings,109.6,114.8,2022,False,0.4677419354838705,0.15686274509804
797,San Antonio Spurs,111.9,111.7,2022,False,0.6532258064516133,0.46078431372549034
798,Toronto Raptors,112.1,109.9,2022,False,0.6693548387096769,0.6372549019607842
799,Utah Jazz,116.2,110.0,2022,False,1.0,0.6274509803921573
800,Washington Wizards,110.2,113.6,2022,False,0.5161290322580647,0.27450980392156965
801,Atlanta Hawks,115.5,115.4,2023,False,0.6960784313725492,0.43298969072164883
802,Boston Celtics,117.3,110.6,2023,False,0.8725490196078433,0.9278350515463929
803,Brooklyn Nets,114.6,113.5,2023,False,0.6078431372549016,0.6288659793814435
804,Charlotte Hornets,108.4,114.7,2023,False,0.0,0.5051546391752575
805,Chicago Bulls,112.8,111.5,2023,False,0.4313725490196075,0.8350515463917529
806,Cleveland Cavaliers,115.5,109.9,2023,False,0.6960784313725492,1.0
807,Dallas Mavericks,115.9,116.1,2023,False,0.7352941176470597,0.3608247422680416
808,Denver Nuggets,116.8,113.5,2023,True,0.823529411764706,0.6288659793814435
809,Detroit Pistons,109.9,117.8,2023,False,0.14705882352941194,0.18556701030927825
810,Golden State Warriors,115.1,113.4,2023,False,0.6568627450980389,0.6391752577319583
811,Houston Rockets,110.5,118.6,2023,False,0.20588235294117616,0.10309278350515472
812,Indiana Pacers,113.8,117.1,2023,False,0.5294117647058821,0.2577319587628869
813,LA Clippers,114.0,113.6,2023,False,0.5490196078431373,0.6185567010309285
814,Los Angeles Lakers,113.9,113.2,2023,False,0.5392156862745104,0.6597938144329896
815,Memphis Grizzlies,114.7,110.7,2023,False,0.6176470588235298,0.9175257731958765
816,Miami Heat,112.3,112.8,2023,False,0.3823529411764702,0.701030927835052
817,Milwaukee Bucks,114.3,110.9,2023,False,0.5784313725490194,0.8969072164948453
818,Minnesota Timberwolves,113.3,113.1,2023,False,0.4803921568627448,0.6701030927835059
819,New Orleans Pelicans,113.8,112.0,2023,False,0.5294117647058821,0.7835051546391756
820,New York Knicks,117.0,114.2,2023,False,0.8431372549019611,0.5567010309278349
821,Oklahoma City Thunder,114.2,113.2,2023,False,0.5686274509803925,0.6597938144329896
822,Orlando Magic,111.3,113.7,2023,False,0.28431372549019557,0.6082474226804122
823,Philadelphia 76ers,117.0,112.7,2023,False,0.8431372549019611,0.7113402061855669
824,Phoenix Suns,114.5,112.3,2023,False,0.5980392156862746,0.7525773195876295
825,Portland Trail Blazers,114.0,118.0,2023,False,0.5490196078431373,0.16494845360824706
826,Sacramento Kings,118.6,116.0,2023,False,1.0,0.3711340206185566
827,San Antonio Spurs,109.7,119.6,2023,False,0.12745098039215672,0.0
828,Toronto Raptors,114.6,113.1,2023,False,0.6078431372549016,0.6701030927835059
829,Utah Jazz,115.3,116.0,2023,False,0.676470588235294,0.3711340206185566
830,Washington Wizards,113.7,114.9,2023,False,0.5196078431372552,0.4845360824742262
831,Atlanta Hawks,116.4,118.4,2024,False,0.6233766233766237,0.10714285714285621
832,Boston Celtics,122.2,110.6,2024,True,1.0,0.8035714285714294
833,Brooklyn Nets,112.4,115.4,2024,False,0.36363636363636404,0.37499999999999933
834,Charlotte Hornets,108.6,119.2,2024,False,0.11688311688311666,0.03571428571428503
835,Chicago Bulls,114.0,115.7,2024,False,0.4675324675324675,0.34821428571428525
836,Cleveland Cavaliers,114.7,112.1,2024,False,0.5129870129870132,0.6696428571428579
837,Dallas Mavericks,117.0,114.9,2024,False,0.6623376623376622,0.41964285714285654
838,Denver Nuggets,117.8,112.3,2024,False,0.714285714285714,0.6517857142857146
839,Detroit Pistons,109.0,118.0,2024,False,0.142857142857143,0.14285714285714246
840,Golden State Warriors,116.9,114.5,2024,False,0.6558441558441561,0.4553571428571428
841,Houston Rockets,113.7,112.8,2024,False,0.44805194805194826,0.6071428571428574
842,Indiana Pacers,120.5,117.6,2024,False,0.8896103896103895,0.17857142857142871
843,LA Clippers,117.9,114.6,2024,False,0.7207792207792211,0.44642857142857184
844,Los Angeles Lakers,115.4,114.8,2024,False,0.5584415584415587,0.4285714285714287
845,Memphis Grizzlies,106.8,113.7,2024,False,0.0,0.5267857142857141
846,Miami Heat,113.3,111.5,2024,False,0.42207792207792194,0.7232142857142859
847,Milwaukee Bucks,117.6,115.0,2024,False,0.7012987012987009,0.4107142857142856
848,Minnesota Timberwolves,114.6,108.4,2024,False,0.5064935064935061,1.0
849,New Orleans Pelicans,116.5,111.9,2024,False,0.6298701298701298,0.6874999999999997
850,New York Knicks,117.3,112.4,2024,False,0.6818181818181815,0.6428571428571426
851,Oklahoma City Thunder,118.3,111.0,2024,False,0.7467532467532465,0.7678571428571431
852,Orlando Magic,112.9,110.8,2024,False,0.3961038961038965,0.7857142857142863
853,Philadelphia 76ers,116.2,113.0,2024,False,0.6103896103896105,0.5892857142857144
854,Phoenix Suns,116.8,113.7,2024,False,0.6493506493506491,0.5267857142857141
855,Portland Trail Blazers,107.6,116.6,2024,False,0.05194805194805174,0.2678571428571431
856,Sacramento Kings,116.2,114.4,2024,False,0.6103896103896105,0.46428571428571375
857,San Antonio Spurs,109.3,115.6,2024,False,0.16233766233766228,0.35714285714285754
858,Toronto Raptors,111.8,118.1,2024,False,0.32467532467532456,0.13392857142857162
859,Utah Jazz,114.5,119.6,2024,False,0.5,0.0
860,Washington Wizards,110.2,118.9,2024,False,0.22077922077922107,0.062499999999999
861,Atlanta Hawks,111.5,113.4,2025,False,0.4508670520231213,0.37086092715231767
862,Boston Celtics,120.7,110.5,2025,False,0.9826589595375724,0.5629139072847684
863,Brooklyn Nets,112.7,116.1,2025,False,0.5202312138728324,0.19205298013245076
864,Charlotte Hornets,108.9,113.7,2025,False,0.30057803468208116,0.3509933774834436
865,Chicago Bulls,113.4,117.6,2025,False,0.5606936416184973,0.09271523178807983
866,Cleveland Cavaliers,120.5,110.4,2025,False,0.9710982658959537,0.5695364238410594
867,Dallas Mavericks,116.5,110.4,2025,False,0.7398843930635838,0.5695364238410594
868,Denver Nuggets,115.6,113.9,2025,False,0.6878612716763002,0.33774834437086065
869,Detroit Pistons,110.6,113.5,2025,False,0.39884393063583773,0.3642384105960266
870,Golden State Warriors,113.7,108.0,2025,False,0.5780346820809249,0.7284768211920533
871,Houston Rockets,112.7,105.3,2025,False,0.5202312138728324,0.907284768211921
872,Indiana Pacers,111.2,116.1,2025,False,0.4335260115606937,0.19205298013245076
873,LA Clippers,110.4,107.9,2025,False,0.3872832369942199,0.7350993377483444
874,Los Angeles Lakers,113.0,117.7,2025,False,0.53757225433526,0.08609271523178796
875,Memphis Grizzlies,116.3,108.9,2025,False,0.7283236994219651,0.6688741721854303
876,Miami Heat,113.1,110.9,2025,False,0.543352601156069,0.5364238410596025
877,Milwaukee Bucks,113.4,112.4,2025,False,0.5606936416184973,0.4370860927152316
878,Minnesota Timberwolves,112.0,108.6,2025,False,0.47976878612716756,0.6887417218543053
879,New Orleans Pelicans,105.0,118.0,2025,False,0.07514450867052008,0.06622516556291391
880,New York Knicks,121.0,114.1,2025,False,1.0,0.3245033112582787
881,Oklahoma City Thunder,114.7,103.9,2025,False,0.6358381502890175,1.0
882,Orlando Magic,110.8,105.4,2025,False,0.4104046242774564,0.9006622516556291
883,Philadelphia 76ers,106.7,113.2,2025,False,0.17341040462427748,0.3841059602649006
884,Phoenix Suns,113.0,113.3,2025,False,0.53757225433526,0.37748344370860965
885,Portland Trail Blazers,107.2,115.3,2025,False,0.20231213872832374,0.2450331125827817
886,Sacramento Kings,114.8,113.8,2025,False,0.6416184971098263,0.34437086092715263
887,San Antonio Spurs,111.3,111.9,2025,False,0.4393063583815026,0.4701986754966886
888,Toronto Raptors,112.0,115.0,2025,False,0.47976878612716756,0.26490066225165576
889,Utah Jazz,108.8,119.0,2025,False,0.2947976878612714,0.0
890,Washington Wizards,103.7,118.7,2025,False,0.0,0.01986754966887394
